Date,Open,High,Low,Close,Adj Close,Volume
2017-11-10,0.440000,0.490000,0.440000,0.485000,0.485000,1354255
2017-11-13,0.485000,0.535000,0.485000,0.535000,0.535000,1690596
2017-11-14,0.540000,0.545000,0.500000,0.515000,0.515000,1246661
2017-11-15,0.550000,0.550000,0.510000,0.515000,0.515000,2880866
2017-11-16,0.525000,0.525000,0.500000,0.505000,0.505000,945976
2017-11-17,0.510000,0.510000,0.470000,0.480000,0.480000,703839
2017-11-20,0.480000,0.480000,0.445000,0.460000,0.460000,1771758
2017-11-21,0.465000,0.465000,0.430000,0.435000,0.435000,1383682
2017-11-22,0.440000,0.445000,0.415000,0.415000,0.415000,1357707
2017-11-23,0.415000,0.450000,0.415000,0.430000,0.430000,795445
2017-11-24,0.430000,0.445000,0.425000,0.440000,0.440000,468610
2017-11-27,0.440000,0.455000,0.435000,0.440000,0.440000,440757
2017-11-28,0.440000,0.480000,0.440000,0.470000,0.470000,1149855
2017-11-29,0.460000,0.470000,0.450000,0.450000,0.450000,294170
2017-11-30,0.460000,0.470000,0.450000,0.450000,0.450000,294170
2017-12-01,0.480000,0.490000,0.450000,0.460000,0.460000,1959608
2017-12-04,0.455000,0.465000,0.435000,0.435000,0.435000,887136
2017-12-05,0.460000,0.460000,0.430000,0.435000,0.435000,701018
2017-12-06,0.440000,0.440000,0.425000,0.430000,0.430000,386379
2017-12-07,0.440000,0.450000,0.430000,0.435000,0.435000,769398
2017-12-08,0.440000,0.445000,0.430000,0.435000,0.435000,743600
2017-12-11,0.430000,0.440000,0.425000,0.425000,0.425000,615427
2017-12-12,0.425000,0.440000,0.425000,0.440000,0.440000,915825
2017-12-13,0.440000,0.440000,0.430000,0.430000,0.430000,495975
2017-12-14,0.430000,0.440000,0.430000,0.440000,0.440000,721057
2017-12-15,0.445000,0.465000,0.445000,0.455000,0.455000,1100580
2017-12-18,0.455000,0.465000,0.450000,0.465000,0.465000,540990
2017-12-19,0.460000,0.460000,0.445000,0.455000,0.455000,546078
2017-12-20,0.455000,0.460000,0.445000,0.455000,0.455000,631691
2017-12-21,0.450000,0.455000,0.445000,0.455000,0.455000,316288
2017-12-22,0.460000,0.470000,0.460000,0.460000,0.460000,1442092
2017-12-27,0.460000,0.480000,0.460000,0.465000,0.465000,316454
2017-12-28,0.470000,0.480000,0.460000,0.470000,0.470000,264431
2017-12-29,0.460000,0.465000,0.460000,0.460000,0.460000,266583
2018-01-02,0.460000,0.475000,0.460000,0.470000,0.470000,286333
2018-01-03,0.475000,0.475000,0.470000,0.470000,0.470000,392509
2018-01-04,0.470000,0.480000,0.465000,0.465000,0.465000,289871
